code,var,desc
263407,occupation_name,pracownik do spraw wsparcia osób z uzależnieniami
263407,occupation_description,"Pracownicy do spraw wsparcia osób z uzależnieniami zapewniają pomoc i doradztwo osobom z problemami związanymi z nadużywaniem substancji odurzających. Monitorują ich postępy, opowiadają się za nimi, prowadzą interwencje kryzysowe i terapię grupową. Pomagają im również w zakresie konsekwencji nadużywania tytoniu, alkoholu lub narkotyków rekreacyjnych, które mogą spowodować problemy, takie jak bezrobocie, zaburzenia fizyczne lub psychiczne oraz ubóstwo."
263407,skills,tworzyć sieć specjalistów w danej dziedzinie; promować prawa usługobiorców; wnosić wkład w ochronę osób przed zagrożeniem; planować procesy świadczenia usług społecznych; rozważać skutki społeczne działań dla osób korzystających z usług; przestrzegać wytycznych organizacyjnych; wykazywać się empatią; stosować techniki rozwiązywania problemów przy świadczeniu usług społecznych; polityki obowiązujące w przedsiębiorstwach; prowadzić rejestr pracy z usługobiorcami; świadczyć usługi społeczne w zróżnicowanych społecznościach kulturowych; dokonywać przeglądu planu w zakresie usług społecznych; przekazywać informacje na temat ryzyka związanego z nadużywaniem substancji psychoaktywnych i alkoholu; oceniać sytuację osób korzystających z usług społecznych; współpracować z innymi specjalistami; pracować w wielokulturowym środowisku opieki zdrowotnej; kształtować pozytywne nastawienie wśród młodzieży; inspirować korzystających z usług społecznych do większej samodzielności; zwiększać przejrzystość prawodawstwa dla osób korzystających z usług społecznych; kierować osoby korzystające z usług społecznych do innych podmiotów; podejmować decyzje przy wykonywaniu pracy społecznej; udzielać porad w kwestiach socjalnych; komunikować się z osobami korzystającymi z usług społecznych; zarządzać kryzysami społecznymi; posiadać umiejętność obsługi komputera; rozwiązywać konflikty; działać na rzecz osób korzystających z usług społecznych; promować ochronę osób młodych; przeprowadzać interwencje kryzysowe; prowadzić negocjacje z zainteresowanymi stronami w obszarze usług społecznych; poddawać się ustawicznemu rozwojowi zawodowemu w dziedzinie pracy socjalnej; podejmować odpowiedzialność za własne działania; radzić sobie z kwestiami etycznymi przy świadczeniu usług społecznych; wykazywać się zdolnościami przywódczymi w sprawach związanych z usługami społecznymi; przeprowadzać rozmowy z pracownikami służb społecznych; wykazywać się odpornością na stres; stosować zasady wykonywania pracy zgodne z zasadami sprawiedliwości społecznej; prowadzić negocjacje z osobami korzystającymi z usług społecznych; delegować działania; działać we współpracy z osobami korzystającymi z usług społecznych; uzależnienia od substancji psychoaktywnych; przygotowywać młodzież do dorosłego życia; oceniać rozwój młodzieży; rozwój psychologiczny młodzieży; chronić osoby szczególnie wrażliwe korzystające z usług społecznych; rozwiązywać problemy w sposób krytyczny; wypracowywać profesjonalną postawę w pracy socjalnej; stosować środki ostrożności w ramach praktyk opieki społecznej; wymogi prawne w sektorze społecznym; teoria pracy społecznej; nielegalne substancje; budować konstruktywne relacje z osobami korzystającymi z usług społecznych; spełniać normy w zakresie świadczenia usług społecznych; stosować techniki organizacyjne; promować włączenie społeczne; sprawiedliwość społeczna; słuchać aktywnie; promować zmiany społeczne; stosować techniki zarządzania poszczególnymi przypadkami; zarządzać stresem w organizacji; współpracować z członkami społeczności; oceniać własną działalność zawodową; nauki społeczne; przeciwdziałać problemom społecznym; komunikować się z kolegami z innych dziedzin w kwestiach zawodowych; przekazywać informacje na temat rozwoju społecznego; stosować normy jakości przy świadczeniu usług społecznych; angażować usługobiorców i opiekunów w działania związane z planowaniem opieki; stosować holistyczne podejście do świadczenia usług społecznych; oceniać stopień uzależnienia klientów od narkotyków i alkoholu; stosować praktyki antyopresyjne; świadczyć opiekę zorientowaną na potrzeby danej osoby; przygotowywać pakiety pracy socjalnej NA
263501,occupation_name,kurator sądowy
263501,occupation_description,"Kuratorzy sądowi nadzorują sprawców po zwolnieniu lub skazanych na kary niewymagające osadzenia w więzieniu. Sporządzają sprawozdania zawierające porady dotyczące kary sprawcy i analizy możliwości powtórnego popełnienia przestępstwa. Udzielają pomocy sprawcom przestępstw podczas rehabilitacji i reintegracji, a w razie konieczności zapewniają, że sprawca wykona karę świadczenia usług dla społeczności."
263501,skills,przeprowadzać analizę ryzyka; doradzać w kwestii decyzji prawnych; zapewniać dostęp do usług; utrzymywać relacje z dostawcami; wykorzystywać w praktyce wiedzę na temat zachowań ludzkich; wzmacniać pozytywne zachowania; identyfikować dostępne usługi; oceniać skłonność sprawców do podejmowania ryzykownych zachowań; pełnić funkcję indywidualnego mentora; opracowywać dokumentację zgodnie z wymogami prawnymi; zapewniać wykonanie wyroku sporządzać meldunki sytuacyjne; sporządzać dokumenty prawne; kryminologia; procedury sądowe; metody stosowane w doradztwie psychologicznym; organy ścigania; udzielać porad w kwestiach socjalnych; składać zeznania na rozprawach sądowych; prawo karne; przeprowadzać wywiady; doradzać w kwestii zarządzania konfliktami; przedstawiać dowody; badać dowody prawne; okazywać empatię; nadzorować proces rehabilitacji; wykrywać zagrożenia dla bezpieczeństwa; analizy prawne; dokumentować dowody
263508,occupation_name,pracownik socjalny do spraw wsparcia dzieci
263508,occupation_alternative_names,asystent rodziny
263508,occupation_description,Pracownicy socjalni do spraw wsparcia dzieci świadczą usługi socjalne dla dzieci i ich rodzin w celu poprawy ich funkcjonowania społecznego i psychologicznego. Ich celem jest maksymalizacja dobrostanu rodziny i ochrona dzieci przed wykorzystywaniem i zaniedbywaniem. W razie potrzeby pomagają w ustaleniach adopcyjnych i znajdują domy zastępcze.
263508,skills,"spełniać normy w zakresie świadczenia usług społecznych; stosować holistyczne podejście do świadczenia usług społecznych; planować procesy świadczenia usług społecznych; oceniać rozwój młodzieży; zwiększać przejrzystość prawodawstwa dla osób korzystających z usług społecznych; udzielać porad w kwestiach socjalnych; przeprowadzać interwencje kryzysowe; rozważać skutki społeczne działań dla osób korzystających z usług; stosować zasady wykonywania pracy zgodne z zasadami sprawiedliwości społecznej; działać na rzecz osób korzystających z usług społecznych; stosować techniki zarządzania poszczególnymi przypadkami; rozwój psychologiczny młodzieży; budować konstruktywne relacje z osobami korzystającymi z usług społecznych; delegować działania; działać na rzecz zapewnienia dobrostanu dzieci; wymogi prawne w sektorze społecznym; oceniać sytuację osób korzystających z usług społecznych; promować zmiany społeczne; inspirować korzystających z usług społecznych do większej samodzielności; prowadzić negocjacje z zainteresowanymi stronami w obszarze usług społecznych; wykazywać się empatią; stosować normy jakości przy świadczeniu usług społecznych; stosować praktyki antyopresyjne; zarządzać stresem w organizacji; przeciwdziałać problemom społecznym; przekazywać informacje na temat rozwoju społecznego; przygotowywać pakiety pracy socjalnej; komunikować się z osobami korzystającymi z usług społecznych; chronić osoby szczególnie wrażliwe korzystające z usług społecznych; współpracować z członkami społeczności; wykazywać się zdolnościami przywódczymi w sprawach związanych z usługami społecznymi; stosować techniki organizacyjne; poddawać się ustawicznemu rozwojowi zawodowemu w dziedzinie pracy socjalnej; komunikować się z kolegami z innych dziedzin w kwestiach zawodowych; radzić sobie z kwestiami etycznymi przy świadczeniu usług społecznych; rozwiązywać konflikty; świadczyć usługi społeczne w zróżnicowanych społecznościach kulturowych; podejmować odpowiedzialność za własne działania; posiadać umiejętność obsługi komputera; sprawiedliwość społeczna; podejmować decyzje przy wykonywaniu pracy społecznej; pracować w wielokulturowym środowisku opieki zdrowotnej; kierować osoby korzystające z usług społecznych do innych podmiotów; słuchać aktywnie; działać we współpracy z osobami korzystającymi z usług społecznych; przestrzegać wytycznych organizacyjnych; oceniać własną działalność zawodową; stosować techniki rozwiązywania problemów przy świadczeniu usług społecznych; prowadzić rejestr pracy z usługobiorcami; prowadzić negocjacje z osobami korzystającymi z usług społecznych; kształtować pozytywne nastawienie wśród młodzieży; wypracowywać profesjonalną postawę w pracy socjalnej; przeprowadzać rozmowy z pracownikami służb społecznych; promować włączenie społeczne; wnosić wkład w ochronę osób przed zagrożeniem; rozwiązywać problemy w sposób krytyczny; stosować środki ostrożności w ramach praktyk opieki społecznej; świadczyć opiekę zorientowaną na potrzeby danej osoby; polityki obowiązujące w przedsiębiorstwach; udzielać wsparcia dzieciom, które doświadczyły traumy; wykazywać się odpornością na stres; angażować usługobiorców i opiekunów w działania związane z planowaniem opieki; promować prawa usługobiorców; nauki społeczne; dokonywać przeglądu planu w zakresie usług społecznych; promować ochronę osób młodych; teoria pracy społecznej; zarządzać kryzysami społecznymi; tworzyć sieć specjalistów w danej dziedzinie; współpracować z innymi specjalistami NA"
263509,occupation_name,doradca małżeństw i par
263509,occupation_description,"Doradcy małżeństw i par udzielają wsparcia i wskazówek parom i rodzinom, które przechodzą przez kryzysy, takie jak depresja, nadużywanie substancji odurzających i problemy z relacją. Pomagają poprawić komunikację, zapewniając terapię grupową lub indywidualną."
263509,skills,"słuchać aktywnie; terapia rodzinna; rodzaje sesji psychoterapeutycznych; poddawać się ustawicznemu rozwojowi zawodowemu w dziedzinie pracy socjalnej; promować prawa człowieka; wykazywać się empatią; inspirować osoby fizyczne, rodziny i grupy; doradztwo nakierowane na klienta; przekazywać informacje na temat rozwoju społecznego; kierować osoby korzystające z usług społecznych do innych podmiotów; zachęcać osoby objęte poradnictwem do autoanalizy; współpracować z innymi specjalistami; świadczyć usługi społeczne w zróżnicowanych społecznościach kulturowych; nadzór nad osobami; stosować normy jakości przy świadczeniu usług społecznych; nauki społeczne; pielęgnować zaufanie usługobiorców; rozwój psychologiczny człowieka; terapia poznawczo-behawioralna; prowadzić rejestr pracy z usługobiorcami; rozwiązywać konflikty; zapobiegać nawrotom; psychologia; komunikować się z kolegami z innych dziedzin w kwestiach zawodowych; wykazywać się inteligencją emocjonalną; teorie psychologiczne; wykazywać się zdolnościami przywódczymi w sprawach związanych z usługami społecznymi; pomagać klientom podejmować decyzje w trakcie sesji terapeutycznych; metody doradztwa; promować zmiany społeczne; zarządzać stresem w organizacji; terapia behawioralna; wymogi prawne w sektorze społecznym; podejmować odpowiedzialność za własne działania; oceniać sytuację osób korzystających z usług społecznych; budować konstruktywne relacje z osobami korzystającymi z usług społecznych; nie angażować się emocjonalnie; komunikować się z osobami korzystającymi z usług społecznych; reagować na skrajne emocje osób; sprawiedliwość społeczna; promować włączenie społeczne; udzielać porad w kwestiach socjalnych; doradzać pacjentom w kwestiach rodzinnych; refleksja; przeprowadzać sesje terapeutyczne; zarządzać kryzysami społecznymi; stosować środki ostrożności w ramach praktyk opieki społecznej; stosować zasady wykonywania pracy zgodne z zasadami sprawiedliwości społecznej pomagać klientom poradzić sobie z żałobą; opracowywać strategie leczenia pacjentów; uzależnienia od substancji psychoaktywnych; kształtować pozytywne nastawienie wśród młodzieży; oceniać stopień uzależnienia klientów od narkotyków i alkoholu; doradzać w kwestii zdrowia psychicznego; kształcić w kwestii życia rodzinnego; etapy żałoby; identyfikować problemy związane ze zdrowiem psychicznym; rozwój psychologiczny młodzieży"
263510,occupation_name,pracownik socjalny do spraw wspierania lokalnych społeczności
263510,occupation_description,"Pracownicy socjalni do spraw wspierania lokalnych społeczności wspierają osoby, rodziny i grupy na obszarach słabo rozwiniętych społecznie lub finansowo. Zapewniają przywództwo i skupiają lokalnych mieszkańców w celu wprowadzania zmian i przeciwdziałania nierównościom społecznym, pomagając ludziom w rozwijaniu umiejętności potrzebnych ostatecznie do prowadzenia ich własnych grup społeczności."
263510,skills,rozważać skutki społeczne działań dla osób korzystających z usług; przeprowadzać interwencje kryzysowe; podejmować odpowiedzialność za własne działania; udzielać porad w kwestiach socjalnych; posiadać umiejętność obsługi komputera; stosować środki ostrożności w ramach praktyk opieki społecznej; rozwiązywać konflikty; stosować praktyki antyopresyjne; teoria pracy społecznej; komunikować się z osobami korzystającymi z usług społecznych; podejmować decyzje przy wykonywaniu pracy społecznej; działać na rzecz osób korzystających z usług społecznych; budować konstruktywne relacje z osobami korzystającymi z usług społecznych; wnosić wkład w ochronę osób przed zagrożeniem; rodzaje niepełnosprawności; prowadzić negocjacje z osobami korzystającymi z usług społecznych; kierować osoby korzystające z usług społecznych do innych podmiotów; zarządzać stresem w organizacji; oceniać własną działalność zawodową; stosować zasady wykonywania pracy zgodne z zasadami sprawiedliwości społecznej; świadczyć usługi społeczne w zróżnicowanych społecznościach kulturowych; angażować usługobiorców i opiekunów w działania związane z planowaniem opieki; słuchać aktywnie; stosować techniki rozwiązywania problemów przy świadczeniu usług społecznych; promować włączenie społeczne; wymogi prawne w sektorze społecznym; wykazywać się zdolnościami przywódczymi w sprawach związanych z usługami społecznymi; komunikować się z kolegami z innych dziedzin w kwestiach zawodowych; poddawać się ustawicznemu rozwojowi zawodowemu w dziedzinie pracy socjalnej; przygotowywać pakiety pracy socjalnej; rozwiązywać problemy w sposób krytyczny; oceniać sytuację osób korzystających z usług społecznych; przeprowadzać rozmowy z pracownikami służb społecznych; podejmować działania w zakresie pozyskiwania funduszy; chronić osoby szczególnie wrażliwe korzystające z usług społecznych; przeciwdziałać problemom społecznym; współpracować z innymi specjalistami; wypracowywać profesjonalną postawę w pracy socjalnej; inspirować korzystających z usług społecznych do większej samodzielności; spełniać normy w zakresie świadczenia usług społecznych; promować prawa usługobiorców; prowadzić negocjacje z zainteresowanymi stronami w obszarze usług społecznych; przekazywać informacje na temat rozwoju społecznego; współpracować z członkami społeczności; pracować w wielokulturowym środowisku opieki zdrowotnej; wykazywać się odpornością na stres; wykazywać się empatią; stosować normy jakości przy świadczeniu usług społecznych; tworzyć sieć specjalistów w danej dziedzinie; polityki obowiązujące w przedsiębiorstwach; stosować techniki organizacyjne; radzić sobie z kwestiami etycznymi przy świadczeniu usług społecznych; działać we współpracy z osobami korzystającymi z usług społecznych; nauki społeczne; przestrzegać wytycznych organizacyjnych; planować procesy świadczenia usług społecznych; zwiększać przejrzystość prawodawstwa dla osób korzystających z usług społecznych; stosować holistyczne podejście do świadczenia usług społecznych; opieka nad osobami niepełnosprawnymi; stosować techniki zarządzania poszczególnymi przypadkami; świadczyć opiekę zorientowaną na potrzeby danej osoby; zarządzać kryzysami społecznymi; delegować działania; promować zmiany społeczne; prowadzić rejestr pracy z usługobiorcami; dokonywać przeglądu planu w zakresie usług społecznych; sprawiedliwość społeczna promować ochronę osób młodych; rozwój psychologiczny młodzieży; przygotowywać młodzież do dorosłego życia; oceniać rozwój młodzieży; kształtować pozytywne nastawienie wśród młodzieży
264101,occupation_name,literaturoznawca
264101,occupation_alternative_names,badacz literatury; badaczka literatury
264101,occupation_description,"Literaturoznawcy badają dzieła literackie, historię literatury, gatunki i krytykę literacką w celu oceny dzieł i otaczających je aspektów w odpowiednim kontekście oraz w celu uzyskania wyników badań na konkretne tematy w dziedzinie literatury."
264101,skills,techniki pisania; techniki literackie; metodologia badań naukowych; historia literatury; gramatyka; tworzyć prace naukowe; stosować metody naukowe; pisownia; prowadzić badania naukowe; teoria literatury; przeprowadzać badania wstępne poświęcone tematyce tekstu; krytyka literacka; analizować źródła informacji; prawo autorskie; recenzować książki; literatura; gatunki literackie uczyć pisania; lingwistyka; literaturoznawstwo porównawcze; promować własną twórczość literacką; stosować zasady pisowni i gramatyki; leksykografia teoretyczna; retoryka; przygotowywać projekty badawcze; badać kultury; prowadzić badania historyczne; opracowywać teorie naukowe; przeprowadzać badania ilościowe; zapoznawać się z rękopisami; stosować strategie nauczania; zapoznawać się ze scenariuszami; historia kultury; fonetyka; dziennikarstwo; przeprowadzać badania jakościowe; poddawać procesy produkcji artystycznej analizie krytycznej
264104,occupation_name,redaktor wydawniczy
264104,occupation_alternative_names,redaktor książki; redaktor wydawnictw książkowych; redaktor; redaktor wydawnictw
264104,occupation_description,"Redaktorzy wydawniczy znajdują teksty, które mogą zostać opublikowane. Dokonują przeglądu tekstów sporządzanych przez pisarzy w celu oceny ich potencjału komercyjnego lub zwracają się do pisarzy o realizację projektów, które dom wydawniczy zamierza opublikować. Redaktorzy wydawniczy utrzymują dobre relacje z pisarzami."
264104,skills,rynek wydawniczy; nawiązywać relacje sprzyjające współpracy; proponować zmiany w rękopisach; wdrażać strategie marketingowe; tworzyć sieci kontaktów w sektorze literackim; literatura; brać udział w targach książki; zarządzać budżetem; udzielać wsparcia autorom; analizować źródła informacji; zapoznawać się z rękopisami; tworzyć sieć specjalistów w danej dziedzinie; prawo autorskie; dokonywać selekcji rękopisów; oceniać rentowność stosować techniki DTP; pisownia; wykazywać się zdolnościami dyplomatycznymi; zachowywać nowe treści medialne; weryfikować prawidłowość informacji; komputerowe przygotowywanie publikacji do druku DTP; analizować teksty do opatrzenia ilustracjami; interpretować potrzeby w zakresie ilustracji; przeprowadzać badanie rynku; zarządzać zamówieniami; gramatyka; dobierać style ilustracji; robić korektę tekstu; przeredagowywać rękopisy; techniki pisania; stosować zasady pisowni i gramatyki
264105,occupation_name,scenarzysta
264105,occupation_alternative_names,scenarzystka telewizyjna; scenarzystka; autorka scenariuszy filmowych; autor scenariuszy filmowych; scenarzysta telewizyjny; scenarzystka filmowa; scenarzysta filmowy
264105,occupation_description,"Scenarzyści tworzą scenariusze filmów i seriali telewizyjnych. Piszą szczegółową historię, która obejmuje wątek, postaci, dialog i środowisko fizyczne."
264105,skills,konsultować się z kierownikiem ds. produkcji; opracowywać scenopis; zarządzać informacjami zwrotnymi; zgłębiać określone zagadnienia; opracowywać scenariusz reżyserski; przestrzegać harmonogramu prac; opracowywać twórcze koncepcje; proces produkcji filmowej; teoria scenariopisarstwa; realizować projekty w ramach przewidzianego budżetu; prowadzić rozmowę zachęcającą do zakupu; streszczać fabuły; opracowywać fabuły; tworzyć dialogi; analizować źródła informacji; prawo autorskie; techniki pisania; stosować określone techniki pisarskie; konsultować się z producentem; konsultować się z redaktorem; literatura indywidualne style reżyserii; tworzyć sieć specjalistów w danej dziedzinie; brać udział w sesjach czytania scenariusza; gatunki literackie; wyposażenie komputerowe; promować własną twórczość literacką; oprogramowanie biurowe; sporządzać teksty odczytywane przez lektora; przeprowadzać prezentacje na żywo; dokonywać adaptacji scenariusza; zarządzać kwestiami administracyjnymi procesu pisania; zarządzać zamówieniami
264203,occupation_name,dziennikarz kulturalny
264203,occupation_alternative_names,dziennikarka teatralna; dziennikarka kulturalna; redaktor kulturalny; dziennikarz filmowy; reporter; dziennikarz teatralny; dziennikarz; dziennikarka muzyczna; reporterka; redaktor muzyczny; dziennikarka; dziennikarz muzyczny; dziennikarka filmowa
264203,occupation_description,"Dziennikarze kulturalni poszukują informacji i redagują artykuły na temat wydarzeń kulturalnych i towarzyskich dla gazet, magazynów, telewizji i innych mediów. Przeprowadzają wywiady z artystami i gwiazdami, a także biorą udział w wydarzeniach."
264203,skills,śledzić bieżące informacje; pisać w wyznaczonych terminach; oceniać dzieła w odpowiedzi na informacje zwrotne; tworzyć sieć kontaktów w celu zapewnienia przepływu wiadomości; pisownia; stosować określone techniki pisarskie; tworzyć sieć specjalistów w danej dziedzinie; retoryka; analizować źródła informacji; gramatyka; techniki pisania; brać udział w posiedzeniach kolegium redakcyjnego; prawo autorskie; zgłębiać określone zagadnienia; postępować zgodnie z kodeksem etyki dziennikarskiej; techniki prowadzenia wywiadów; śledzić media społecznościowe; standardy redagowania tekstów; przeprowadzać wywiady; stosować zasady pisowni i gramatyki dokumentować wywiady; brać udział w targach książki; brać udział w przedstawieniach; oprogramowanie do edycji dźwięku; systemy multimedialne; pisać napisy; prawo prasowe; zapewniać materiały pisane; edytować zdjęcia; porozumiewać się przez telefon; edytować materiały wideo; edytować obrazy; edytować nagrania dźwiękowe; zarządzać finansami osobistymi; zarządzać kwestiami administracyjnymi procesu pisania; promować własną twórczość literacką; edytować ruchome obrazy cyfrowe; pośredniczyć w kontaktach z celebrytami; pośredniczyć w kontaktach z partnerami z sektora kultury; komputerowe przygotowywanie publikacji do druku DTP; recenzować książki; edytować negatywy; dostosowywać się do zmieniającej się sytuacji; weryfikować prawidłowość informacji; stosować techniki DTP; opracowywać nagłówki artykułów; zadawać pytania w trakcie wydarzeń; specyfikacje oprogramowania teleinformatycznego; techniki wymowy; stosować się do wskazówek reżysera udzielanych na miejscu; przeredagowywać artykuły; opracowywać wiadomości publikowane w internecie; robić korektę tekstu; zdawać relację w trakcie transmisji na żywo; literatura; dostosowywać dzieło do różnych środków przekazu; projekty kulturalne
264204,occupation_name,producent radiowy
264204,occupation_description,"Producenci radiowi są odpowiedzialni za organizację produkcji audycji radiowych. Nadzorują takie aspekty audycji radiowych jak treść, realizacja dźwięku, planowanie zasobów i nadzór nad personelem."
264204,skills,opracowywać koncepcje programowe; stosować techniki organizacyjne; negocjować z artystami; pozyskiwać stosowne pozwolenia; przeprowadzać badanie rynku; oceniać emitowane programy; prawo autorskie; zarządzać personelem; zarządzać budżetem; opracowywać twórcze koncepcje; zasady zarządzania projektami systemy multimedialne; zarządzać archiwami cyfrowymi; przeprowadzać wywiady; rodzaje formatów audiowizualnych; edytować nagrania dźwiękowe; sprzęt do transmisji; opracowywać program transmisji; dokonywać selekcji scenariuszy; oprogramowanie do edycji dźwięku; dobierać muzykę; przygotowywać transmisje; oceniać rentowność; zarządzać informacjami zwrotnymi; techniki zarządzania marką; identyfikować utwory muzyczne o potencjale komercyjnym; redagować scenariusze; nadzorować proces realizacji dźwięku; tworzyć scenariusz na potrzeby produkcji artystycznej; oceniać jakość dźwięku; monitorować programowanie
264205,occupation_name,dziennikarz-dokumentalista
264205,occupation_alternative_names,dokumentalista
264205,occupation_description,"Dziennikarze-dokumentaliści pilnują, aby wszystkie informacje zawarte w tekstach gotowych do publikacji były prawidłowe. Dokładnie sprawdzają fakty i korygują błędy."
264205,skills,przeszukiwać bazy danych; metodologia badań naukowych; porozumiewać się przez telefon; dokonywać korekty artykułów; przeprowadzać badania wstępne poświęcone tematyce tekstu; wyszukiwarki; tworzyć sieć specjalistów w danej dziedzinie; zapoznawać się z rękopisami; analizować źródła informacji; robić korektę tekstu prawo prasowe; przeprowadzać wywiady; techniki prowadzenia wywiadów; techniki pisania; przeredagowywać rękopisy; konsultować się z redaktorem
264310,occupation_name,tłumacz języka migowego
264310,occupation_alternative_names,tłumacz telewizyjny języka migowego; biegły sądowy języka migowego; tłumaczka języka migowego; tłumacz przysięgły języka migowego
264310,occupation_description,Tłumacze języka migowego rozumieją i przekształcają język migowy na język mówiony i vice versa. Zachowują niuanse i akcenty komunikatu w języku odbiorcy.
264310,skills,tłumaczyć teksty; tłumaczyć pojęcia językowe; gramatyka; dbać o zachowanie sensu pierwotnego tekstu; semantyka; lingwistyka; wykazywać się wrażliwością na kwestie międzykulturowe; posługiwać się różnymi językami w mowie; niepełnosprawność słuchowa; język migowy; komunikacja związana z zaburzeniami słuchu wykonywać tłumaczenia ustne symultaniczne; analizować źródła informacji; świadczyć usługi tłumaczeń ustnych w trakcie rozmowy między dwiema stronami; tworzyć prace naukowe; udzielać wsparcia osobom z wadą słuchu; przygotowywać projekty badawcze; analizować tekst przed przystąpieniem do tłumaczenia; tłumaczenie ustne języka migowego; tłumaczenie ustne sądowe; mówienie bezgłosowe z wyraźnymi ruchami artykulacyjnymi; daktylografia; wykonywać tłumaczenia ustne konsekutywne; przeprowadzać badania naukowe; metodologia badań naukowych
265102,occupation_name,rysownik
265102,occupation_description,Rysownicy wyrażają idee poprzez przedstawienie ich w postaci graficznej.
265102,skills,tworzyć obrazy cyfrowe; dobierać materiały artystyczne w celu wykorzystania ich do stworzenia dzieła sztuki; prawo własności intelektualnej; wybierać tematykę; omawiać dzieła sztuki; opracowywać propozycje projektów artystycznych; przedstawiać kontekst danego dzieła artystycznego; dobierać style ilustracji; historia sztuki; opracowywać elementy wizualne; przepisy prawa pracy; zapewniać jakość wizualną scenografii; korzystać z technik ilustracji cyfrowej; tworzyć oryginalne rysunki; tworzyć szkice; stosować tradycyjne techniki ilustratorskie sporządzać budżety projektów artystycznych; prowadzić osobistą dokumentację administracyjną; opracowywać materiały edukacyjne; współpracować z personelem technicznym przy produkcjach artystycznych; opracowywać działania edukacyjne; prezentować wystawę; uczestniczyć w działaniach w zakresie mediacji artystycznej; oceniać potrzeby w zakresie konserwacji; planować działania edukacyjne związane ze sztuką
265103,occupation_name,artysta malarz
265103,occupation_alternative_names,malarka; artystka malarka; malarz
265103,occupation_description,"Artyści malarze tworzą obrazy olejne, akwarele lub pastele, miniatury, kolaże i rysunki wykonane bezpośrednio przez artystę i/lub całkowicie pod ich kontrolą."
265103,skills,prawo własności intelektualnej; gromadzić materiały referencyjne na potrzeby projektu artystycznego; posługiwać się materiałami artystycznymi do malowania; historia sztuki; dobierać materiały artystyczne w celu wykorzystania ich do stworzenia dzieła sztuki; posługiwać się technikami malarskimi; tworzyć oryginalne rysunki; określać własne podejście artystyczne; tworzyć szkice; tworzyć dzieło sztuki; opracowywać elementy wizualne; badać techniki artystyczne; posługiwać się technikami malarskimi właściwymi dla określonego gatunku malarstwa; prowadzić portfolio działalności artystycznej; przedstawiać kontekst danego dzieła artystycznego; tworzyć oryginalne obrazy; monitorować zmiany na scenie artystycznej; przepisy prawa pracy przedstawiać wstępne projekty dzieł; opracowywać materiały edukacyjne; badać dzieła sztuki; opracowywać działania edukacyjne; zapewniać bezpieczeństwo otoczenia treningowego; prowadzić osobistą dokumentację administracyjną; omawiać dzieła sztuki; oceniać potrzeby w zakresie konserwacji; współpracować z personelem technicznym przy produkcjach artystycznych; współpracować z ekspertami technicznymi w dziedzinie dzieł artystycznych; sporządzać budżety projektów artystycznych; malować elementy scenografii; planować działania edukacyjne związane ze sztuką
265203,occupation_name,dyrygent
265203,occupation_description,"Dyrygenci kierują zespołami muzyków podczas prób, pomagając im przygotować jak najlepszych występ. Mogą pracować z różnymi zespołami, takimi jak chóry i orkiestry. Dyrygenci dostosowują tempo, rytm, dynamikę (głośno lub delikatnie) i artykulację (płynnie lub ostro) muzyki, używając gestów, a niekiedy ruchu całego ciała, żeby inspirować muzyków do gry zgodnie z partyturą."
265203,skills,dokonywać transkrypcji kompozycji muzycznych; badać muzykę; komponować partytury muzyczne; nadzorować zespoły muzyczne; związek między stylem tańca a stylem muzyki; pracować z kompozytorami; angażować kompozytorów; rozmieszczać muzyków; literatura muzyczna; koordynować planowanie trasy występów; uczestniczyć w procesie nagrywania muzyki w studiu; dobierać muzykę do występu; zarządzać personelem muzycznym; dążyć do osiągnięcia doskonałości w występie muzycznym; identyfikować cechy charakterystyczne muzyki; współpracować z bibliotekarzami muzycznymi; teoria muzyki; wybierać wykonawców muzyki; transponować muzykę; pracować z solistami; instrumenty muzyczne; dyrygować solistami występującymi gościnnie; przekazywać informacje na temat elementów wykonania artystycznego; planować występy muzyczne; analizować partytury muzyczne tworzyć formy muzyczne; zarządzać budżetem; dobierać muzykę; wykonywać utwory muzyczne w charakterze solisty; monitorować wyniki poszczególnych artystów wykonawców; zarządzać zamówieniami; komponować utwory muzyczne; historia sztuki; grać na instrumentach muzycznych; kierować działaniami w zakresie pozyskiwania funduszy; oceniać koncepcje muzyczne; gatunki muzyczne; specjalizować się w określonym gatunku muzycznym; przeprowadzać analizę zarejestrowanego występu; aranżować muzykę; historia instrumentów muzycznych; dbać o jakość artystyczną występu; wyjaśniać procesy artystyczne
265204,occupation_name,kompozytor
265204,occupation_description,"Kompozytorzy tworzą nowe utwory w różnych stylach. Utwór zapisują zazwyczaj notacją muzyczną. Kompozytorzy mogą pracować niezależnie albo w ramach grupy lub zespołu. Wielu z nich tworzy utwory do filmów, telewizji, gier lub występów na żywo."
